location,area,bhk,bath,property_type,zone,construction_cost_psqft,architect_fee_lakhs,engineer_fee_lakhs,approval_fee_lakhs,utility_cost_lakhs,gst_lakhs,is_resale,price
Frazer Town,2270,3,2,independent,ultra_premium,3170,3.03,1.88,5.39,2.13,3.6,0,402.53
Electronic City,1381,1,1,independent,mid,2307,1.03,0.91,1.94,0.94,1.59,0,113.37
Bagalur,1493,1,2,flat,affordable,1750,0.34,0.35,0.78,0.24,0.26,0,57.66
Horamavu,1050,3,2,flat,mid,2176,0.42,0.12,0.8,0.27,1.14,0,60.91
Rajarajeshwari Nagar,1956,4,3,flat,mid,2303,0.69,0.29,1.05,0.34,2.25,0,105.75
Sarjapur Road,1233,2,2,flat,premium,3058,0.71,0.41,0.64,0.3,1.89,1,66.29
KR Puram,1372,2,2,flat,mid,2285,0.78,0.39,0.52,0.28,1.57,0,93.47
Rajarajeshwari Nagar,1867,2,2,independent,mid,2866,2.02,1.33,2.46,1.39,2.68,0,117.65
Hennur,2519,2,2,flat,premium,3018,1.46,0.83,1.34,0.71,3.8,0,216.25
Yelahanka,1489,2,2,flat,mid,2165,0.61,0.45,0.71,0.49,1.61,1,62.94
Ulsoor,2104,5,4,independent,ultra_premium,4957,3.79,2.33,3.59,2.03,5.21,1,284.93
Sarjapur Road,1593,2,2,flat,premium,3184,0.6,0.4,0.87,0.69,2.54,0,159.42
Nelamangala,1835,2,2,independent,affordable,2383,2.83,1.01,2.08,0.92,0.44,0,114.63
Frazer Town,1939,3,2,flat,ultra_premium,3313,1.23,0.64,0.69,0.81,3.21,0,175.83
Sarjapur Road,1533,3,2,independent,premium,2994,2.36,0.73,2.36,1.34,2.29,1,202.89
Chandapura,700,2,2,flat,affordable,1387,0.13,0.12,0.68,0.45,0.1,1,21.95
Attibele,806,2,2,independent,affordable,2194,1.08,0.5,1.44,0.65,0.18,0,41.07
Hennur,2856,4,3,independent,premium,3241,3.19,1.55,4.36,1.09,4.63,0,380.26
Basavanagudi,2267,2,3,flat,ultra_premium,3911,1.99,1.1,1.57,0.91,4.43,0,303.01
Koramangala,4619,5,5,independent,ultra_premium,4840,9.8,4.52,4.71,1.79,11.18,1,981.92
Frazer Town,2586,5,4,independent,ultra_premium,4257,5.76,2.88,3.34,1.93,5.5,1,386.97
Sarjapur Road,2962,5,4,independent,premium,3343,5.32,2.04,2.56,1.15,4.95,1,279.63
Hoodi,1382,3,3,independent,mid,2520,1.5,0.91,1.67,0.76,1.74,0,164.17
Whitefield,1039,2,2,flat,premium,2333,0.55,0.29,1.37,0.47,1.21,0,96.63
Malleshwaram,1830,5,4,independent,premium,2830,3.46,1.33,3.79,1.61,2.59,0,275.61
BTM Layout,1673,2,2,flat,premium,2292,0.4,0.5,0.99,0.45,1.92,1,113.14
Jigani,1930,2,3,independent,affordable,1926,1.76,0.62,1.01,0.76,0.37,1,98.0
Hoodi,2010,2,2,flat,mid,2210,1.17,0.64,0.93,0.42,2.22,1,124.42
Hoodi,1971,4,3,independent,mid,2669,2.35,0.94,1.77,0.78,2.63,0,211.32
Hebbal,1400,4,3,independent,premium,3123,1.57,1.28,2.89,1.69,2.19,1,179.67
Whitefield,1891,3,2,flat,premium,2759,0.82,0.59,0.79,0.45,2.61,0,253.18
Basavanagudi,3372,3,2,flat,ultra_premium,3625,3.19,0.78,0.68,0.94,6.11,0,481.87
Ulsoor,1391,3,3,independent,ultra_premium,3073,1.62,1.17,4.99,1.58,2.14,0,266.48
Varthur,3008,2,2,independent,mid,2662,5.38,1.89,1.76,0.95,4.0,0,252.35
Indiranagar,2012,3,2,flat,ultra_premium,2887,1.12,0.79,1.47,0.85,2.9,0,250.68
Horamavu,2644,2,2,independent,mid,2606,2.73,1.43,1.44,1.32,3.45,0,283.22
Rajajinagar,1832,3,2,flat,ultra_premium,3631,1.82,0.78,1.09,0.85,3.33,1,227.43
Hennur,1557,2,2,flat,premium,2599,0.51,0.53,1.12,0.37,2.02,0,120.25
Kengeri,2415,2,2,independent,mid,2788,3.4,1.24,2.13,0.9,3.37,0,175.86
Horamavu,1127,1,1,independent,mid,2257,1.57,0.55,1.49,0.7,1.27,1,104.57
Varthur,1659,2,3,flat,mid,1647,0.68,0.17,0.94,0.52,1.37,0,119.9
Ulsoor,4559,4,4,independent,ultra_premium,4709,13.15,3.55,2.82,1.33,10.73,1,634.87
Nelamangala,1309,2,3,flat,affordable,1512,0.23,0.16,0.69,0.46,0.2,0,52.19
JP Nagar,1400,4,4,independent,premium,3337,2.23,0.75,3.11,1.32,2.34,1,177.33
Rajarajeshwari Nagar,3031,2,2,independent,mid,2289,2.79,1.44,1.53,0.87,3.47,0,261.55
Jayanagar,3500,4,3,independent,ultra_premium,3182,4.62,2.79,3.01,1.27,5.57,1,798.31
Koramangala,1675,2,2,flat,ultra_premium,3379,1.63,0.61,1.07,0.79,2.83,0,207.44
Banashankari,2145,3,2,flat,mid,2411,0.54,0.34,0.9,0.27,2.59,0,167.72
MG Road,1855,3,2,flat,ultra_premium,3497,0.99,0.91,1.4,0.74,3.24,1,259.77
Rajarajeshwari Nagar,3013,1,1,independent,mid,3000,3.18,1.4,1.83,1.32,4.52,1,159.66
Horamavu,2197,3,2,flat,mid,2456,1.01,0.5,0.94,0.52,2.7,0,115.47
Devanahalli,1677,1,1,flat,affordable,1918,0.58,0.43,0.49,0.28,0.32,0,65.72
Koramangala,4349,4,3,independent,ultra_premium,3233,6.88,3.39,4.88,1.34,7.03,0,846.44
Marathahalli,2582,5,5,independent,premium,3647,5.55,2.21,3.06,1.7,4.71,0,283.74
Devanahalli,1358,3,3,independent,affordable,1671,1.34,0.57,1.07,0.66,0.23,1,91.68
Malleshwaram,836,2,2,flat,premium,2877,0.48,0.21,0.61,0.67,1.2,1,57.53
Sarjapur Road,1538,3,2,flat,premium,3017,1.11,0.66,1.22,0.68,2.32,1,115.45
Kengeri,1679,2,2,flat,mid,2452,0.6,0.28,0.85,0.46,2.06,0,111.88
Bannerghatta Road,1162,2,2,flat,premium,2837,0.77,0.25,1.28,0.43,1.65,1,82.79
JP Nagar,2121,4,4,flat,premium,2639,1.42,0.7,1.12,0.69,2.8,1,182.39
Bellandur,2439,4,3,flat,premium,3012,1.75,0.58,1.41,0.44,3.67,0,288.6
MG Road,2697,3,2,flat,ultra_premium,2793,1.03,0.45,1.03,0.85,3.77,1,308.52
Banashankari,1752,2,2,independent,mid,2882,2.63,1.45,2.55,0.92,2.52,0,172.39
Vidyaranyapura,1987,2,2,flat,mid,1775,0.73,0.38,0.74,0.33,1.76,0,140.91
Horamavu,1153,3,3,flat,mid,1889,0.37,0.29,0.99,0.49,1.09,1,50.44
Nelamangala,964,2,2,flat,affordable,1800,0.22,0.1,0.37,0.49,0.17,0,27.79
Yelahanka,1713,2,2,flat,mid,1632,0.62,0.32,0.6,0.58,1.4,1,111.28
Rajajinagar,2613,3,2,flat,ultra_premium,2991,2.17,0.46,1.57,0.92,3.91,0,474.6
Indiranagar,4768,4,3,independent,ultra_premium,4911,14.39,4.62,4.56,1.77,11.71,1,1338.66
Vidyaranyapura,1065,1,1,flat,mid,2283,0.45,0.14,0.68,0.47,1.22,1,52.56
Hoskote,1781,2,3,flat,affordable,1414,0.29,0.32,0.78,0.33,0.25,1,61.66
Devanahalli,883,2,3,flat,affordable,1776,0.16,0.21,0.42,0.29,0.16,1,31.93
Vidyaranyapura,2052,2,2,independent,mid,2802,3.2,0.99,2.66,0.92,2.88,0,198.09
Vidyaranyapura,2123,4,3,flat,mid,1787,0.49,0.48,0.66,0.34,1.9,0,144.38
Kengeri,1345,2,3,flat,mid,2398,0.55,0.2,0.53,0.5,1.61,0,56.0
Varthur,1623,3,3,flat,mid,1613,0.71,0.32,0.82,0.51,1.31,1,96.44
Tumkur Road,904,2,3,independent,mid,2840,1.65,0.42,1.45,1.11,1.28,0,81.97
Jayanagar,3358,3,3,flat,ultra_premium,3094,1.65,0.67,0.78,0.66,5.2,0,509.7
Hoodi,2199,4,3,flat,mid,1996,0.59,0.64,0.57,0.32,2.19,0,154.49
Banashankari,1067,3,2,flat,mid,2458,0.28,0.15,0.47,0.52,1.31,1,79.66
Nelamangala,1441,3,2,flat,affordable,1773,0.3,0.18,0.63,0.34,0.26,0,63.78
MG Road,2356,3,2,flat,ultra_premium,3261,1.69,0.41,1.04,0.84,3.84,0,270.01
Bannerghatta Road,1655,4,4,independent,premium,3340,2.22,1.02,3.45,1.37,2.76,1,243.39
Nelamangala,1169,2,2,flat,affordable,1662,0.32,0.1,0.32,0.21,0.19,0,46.66
HSR Layout,1750,5,4,independent,premium,3234,2.72,1.02,2.63,0.94,2.83,0,353.84
Koramangala,3447,3,2,flat,ultra_premium,2523,2.49,0.87,1.25,0.81,4.35,0,520.29
Mysore Road,1977,2,2,flat,mid,2492,1.37,0.54,0.83,0.6,2.46,0,120.62
BTM Layout,2726,3,2,flat,premium,2707,2.05,0.64,1.15,0.42,3.69,0,208.93
Jigani,1620,3,2,flat,affordable,1906,0.31,0.43,0.41,0.47,0.31,1,59.72
HSR Layout,1515,4,4,flat,premium,2603,1.06,0.21,1.1,0.44,1.97,0,138.57
Vidyaranyapura,1573,2,3,flat,mid,1954,0.59,0.38,0.87,0.59,1.54,1,82.04
Ulsoor,2448,4,3,independent,ultra_premium,4451,3.62,2.81,3.25,2.34,5.45,0,392.48
Nelamangala,1215,3,2,flat,affordable,1874,0.61,0.31,0.61,0.42,0.23,0,58.55
Banashankari,1853,2,2,independent,mid,3159,1.93,1.11,1.66,1.3,2.93,1,176.87
Varthur,1610,3,3,flat,mid,2150,0.89,0.44,1.02,0.38,1.73,0,79.79
Rajarajeshwari Nagar,1563,3,3,flat,mid,2112,0.94,0.21,0.73,0.28,1.65,1,64.23
Thanisandra,2203,3,2,independent,premium,2551,3.91,1.25,3.34,1.45,2.81,0,255.38
Basavanagudi,1525,2,3,flat,ultra_premium,3066,1.22,0.44,1.64,0.51,2.34,0,222.06
Frazer Town,1327,3,2,flat,ultra_premium,3527,0.67,0.35,0.94,0.65,2.34,1,126.11
Devanahalli,2476,3,2,independent,affordable,1843,1.58,1.09,0.92,0.87,0.46,0,162.01
Devanahalli,1237,2,2,independent,affordable,2467,1.53,0.81,1.85,0.76,0.31,1,66.69
Basavanagudi,1906,5,4,independent,ultra_premium,4380,5.3,1.66,5.17,1.41,4.17,1,304.97
Marathahalli,2438,3,2,independent,premium,2609,2.81,0.98,3.29,1.09,3.18,1,244.31
Electronic City,1365,3,2,independent,mid,2467,1.71,0.67,2.63,0.67,1.68,0,119.9
Devanahalli,1553,2,2,flat,affordable,1509,0.32,0.26,0.58,0.42,0.23,0,84.19
Jayanagar,2043,4,3,independent,ultra_premium,4342,5.13,1.81,5.14,2.14,4.44,1,436.3
Koramangala,3401,3,2,independent,ultra_premium,3907,6.77,2.87,3.7,1.93,6.64,1,779.7
Kengeri,2698,3,2,independent,mid,3068,5.43,1.64,3.3,1.21,4.14,0,176.3
Rajajinagar,3480,2,2,flat,ultra_premium,3457,3.21,1.2,1.24,0.49,6.02,0,654.76
Ramamurthy Nagar,1786,1,2,flat,affordable,1460,0.54,0.22,0.38,0.44,0.26,0,72.63
KR Puram,2087,2,2,flat,mid,1877,0.88,0.39,0.66,0.32,1.96,0,118.52
Devanahalli,2423,3,3,independent,affordable,2380,3.62,1.25,1.23,0.73,0.58,0,192.14
BTM Layout,2865,4,3,independent,premium,3121,4.65,1.74,2.58,1.78,4.47,1,314.97
Tumkur Road,1926,2,2,flat,mid,1621,0.85,0.16,0.65,0.28,1.56,0,94.12
Nelamangala,700,2,3,flat,affordable,1399,0.27,0.1,0.31,0.49,0.1,0,31.34
Jayanagar,1750,5,5,independent,ultra_premium,3671,2.38,1.06,5.37,1.98,3.21,0,283.64
Whitefield,3159,4,4,independent,premium,3912,7.99,2.39,2.7,1.28,6.18,1,450.27
Horamavu,2931,2,2,independent,mid,2603,4.51,2.0,1.72,0.68,3.81,0,235.41
Basavanagudi,1050,3,2,flat,ultra_premium,3320,0.97,0.37,1.24,0.52,1.74,1,134.62
Sarjapur Road,1165,2,2,flat,premium,3001,0.6,0.39,0.65,0.33,1.75,1,57.29
KR Puram,1323,3,2,flat,mid,1734,0.54,0.32,0.83,0.35,1.15,1,71.73
Bellandur,1213,2,2,flat,premium,2264,0.75,0.34,0.91,0.54,1.37,0,118.67
Bagalur,1858,2,2,independent,affordable,1886,1.85,0.6,1.41,0.95,0.35,0,162.04
Whitefield,1750,5,4,independent,premium,3790,4.5,1.92,2.83,0.97,3.32,1,212.14
Chandapura,1256,3,2,flat,affordable,1383,0.33,0.21,0.49,0.37,0.17,1,30.76
Marathahalli,1647,2,2,flat,premium,2688,1.31,0.35,1.29,0.55,2.21,1,96.65
Bagalur,1024,2,2,independent,affordable,1668,1.08,0.28,2.11,0.64,0.17,1,65.07
Sarjapur Road,2147,3,2,flat,premium,2054,0.61,0.63,1.48,0.67,2.21,1,143.77
Mysore Road,1691,3,2,flat,mid,1990,1.0,0.24,1.08,0.54,1.68,0,92.21
Thanisandra,1329,1,1,flat,premium,2562,0.51,0.2,0.9,0.49,1.7,1,80.63
Varthur,886,2,3,independent,mid,2017,0.55,0.45,3.15,1.23,0.89,1,72.34
MG Road,1750,5,5,independent,ultra_premium,4570,5.57,1.85,5.39,1.3,4.0,0,500.62
Attibele,1752,2,2,flat,affordable,1724,0.63,0.24,0.43,0.35,0.3,0,51.84
JP Nagar,2596,2,2,independent,premium,3187,2.9,1.78,2.14,1.35,4.14,0,404.04
Hebbal,853,2,3,flat,premium,3055,0.69,0.37,0.96,0.68,1.3,0,77.18
Yelahanka,1244,2,2,flat,mid,1605,0.29,0.24,1.02,0.35,1.0,0,70.0
Devanahalli,936,2,3,flat,affordable,1411,0.2,0.19,0.44,0.45,0.13,1,43.61
KR Puram,1050,3,2,flat,mid,2362,0.74,0.14,0.44,0.3,1.24,0,58.99
Bannerghatta Road,1966,3,3,flat,premium,2918,1.0,0.38,0.51,0.61,2.87,0,190.84
Varthur,1555,2,3,flat,mid,2413,0.76,0.53,0.72,0.33,1.88,1,109.58
Jayanagar,1892,4,3,independent,ultra_premium,4148,4.13,2.21,4.17,2.45,3.92,1,232.54
MG Road,4340,4,4,independent,ultra_premium,3305,5.83,2.2,4.25,2.29,7.17,0,865.41
Basavanagudi,3074,4,3,flat,ultra_premium,2856,1.4,1.0,1.32,0.82,4.39,0,352.12
Bagalur,1781,3,2,flat,affordable,1333,0.26,0.17,0.59,0.35,0.24,0,65.88
Hoskote,1557,1,1,flat,affordable,1346,0.48,0.28,0.78,0.43,0.21,1,47.53
Hennur,1881,3,2,independent,premium,3204,3.63,1.74,3.81,1.18,3.01,0,263.42
HSR Layout,1722,3,2,flat,premium,3083,0.95,0.79,1.26,0.56,2.65,0,184.87
Devanahalli,660,1,1,flat,affordable,1966,0.28,0.12,0.7,0.25,0.13,0,30.77
Devanahalli,783,1,2,flat,affordable,1560,0.25,0.16,0.37,0.36,0.12,1,31.77
Ulsoor,1448,3,2,flat,ultra_premium,3442,0.86,0.52,1.55,0.89,2.49,0,183.3
Basavanagudi,2684,4,3,independent,ultra_premium,3525,4.63,1.88,5.36,2.27,4.73,0,653.36
Indiranagar,4893,4,3,independent,ultra_premium,4886,9.47,4.02,3.09,2.35,11.95,0,1337.48
Marathahalli,1063,3,2,flat,premium,2338,0.52,0.14,1.42,0.5,1.24,0,95.7
MG Road,3152,3,2,flat,ultra_premium,3211,2.21,1.05,1.62,0.43,5.06,0,454.87
Electronic City,1050,3,2,flat,mid,1639,0.25,0.15,0.76,0.57,0.86,0,71.99
Indiranagar,1910,5,4,independent,ultra_premium,4650,5.03,1.49,3.93,1.86,4.44,1,505.43
Ulsoor,1897,3,2,independent,ultra_premium,3133,4.13,0.93,4.46,1.78,2.97,0,324.68
Basavanagudi,4416,5,4,independent,ultra_premium,3548,4.87,4.08,4.38,1.95,7.83,0,961.67
Kengeri,2720,2,2,independent,mid,2879,4.78,1.25,1.67,1.38,3.92,0,271.65
Indiranagar,2824,4,4,independent,ultra_premium,4652,8.05,3.37,2.61,1.59,6.57,1,465.85
BTM Layout,1025,2,2,flat,premium,2883,0.62,0.43,0.68,0.6,1.48,1,67.22
Jigani,1482,2,3,flat,affordable,1786,0.68,0.36,0.37,0.34,0.26,0,48.12
Indiranagar,2545,4,3,flat,ultra_premium,3696,2.18,1.27,1.64,0.83,4.7,0,564.29
Basavanagudi,1400,4,3,flat,ultra_premium,2596,0.59,0.26,1.22,0.46,1.82,0,158.99
Frazer Town,1050,3,2,flat,ultra_premium,2569,0.58,0.38,0.81,0.4,1.35,0,96.16
Sarjapur Road,2319,5,4,independent,premium,3164,2.54,2.02,1.87,1.65,3.67,1,258.86
MG Road,4436,4,3,independent,ultra_premium,3716,9.22,2.78,5.17,1.85,8.24,0,1093.76
Chandapura,1050,3,2,flat,affordable,1370,0.24,0.14,0.8,0.33,0.14,0,31.87
Tumkur Road,1181,3,2,flat,mid,1664,0.34,0.1,0.54,0.29,0.98,0,63.22
Frazer Town,2951,3,3,flat,ultra_premium,2855,1.2,1.04,0.98,0.7,4.21,1,367.3
BTM Layout,1082,3,2,flat,premium,2218,0.4,0.25,1.42,0.57,1.2,0,77.4
BTM Layout,1400,4,4,flat,premium,2926,0.45,0.5,1.41,0.47,2.05,1,85.77
TC Palaya,1707,3,3,independent,affordable,1883,1.35,0.96,1.58,0.93,0.32,0,85.94
Sarjapur Road,1750,5,4,independent,premium,2560,1.94,0.99,2.65,1.53,2.24,0,265.59
Banashankari,2038,3,2,independent,mid,2712,2.28,0.92,2.77,0.71,2.76,0,201.65
Ulsoor,1709,3,2,independent,ultra_premium,4428,2.86,1.92,3.67,1.74,3.78,0,258.65
Koramangala,3063,2,2,flat,ultra_premium,3285,2.27,1.2,1.15,0.78,5.03,0,632.57
Koramangala,2761,3,2,flat,ultra_premium,3938,1.21,0.97,0.73,0.6,5.44,1,475.72
Sarjapur Road,1400,4,3,flat,premium,3175,1.08,0.44,1.36,0.35,2.22,0,125.54
Rajajinagar,3587,5,4,independent,ultra_premium,3153,7.86,2.16,2.8,2.28,5.65,0,1051.92
Attibele,700,2,2,flat,affordable,1314,0.11,0.08,0.32,0.39,0.09,1,16.1
Yelahanka,1050,3,2,flat,mid,2261,0.26,0.31,1.02,0.48,1.19,1,61.81
MG Road,2722,3,2,independent,ultra_premium,4563,8.5,3.29,5.07,1.98,6.21,0,625.04
Electronic City,2147,4,3,flat,mid,2372,0.78,0.61,0.72,0.39,2.55,1,116.48
Varthur,1131,3,3,independent,mid,2040,0.94,0.51,3.44,1.3,1.15,1,103.16
Tumkur Road,700,2,2,flat,mid,1663,0.23,0.11,0.51,0.42,0.58,0,34.34
Tumkur Road,1380,2,2,flat,mid,2406,0.35,0.35,0.91,0.36,1.66,1,59.62
Bellandur,2125,4,3,flat,premium,3029,1.8,0.93,0.9,0.41,3.22,0,165.09
Whitefield,1949,3,2,independent,premium,3082,2.21,1.11,3.35,1.28,3.0,0,290.22
Koramangala,1913,5,4,independent,ultra_premium,3204,2.21,1.15,2.98,1.44,3.06,1,348.88
Ramamurthy Nagar,1735,2,2,flat,affordable,1573,0.38,0.17,0.73,0.21,0.27,0,93.0
Ulsoor,2798,3,2,flat,ultra_premium,3599,1.68,0.83,0.94,0.69,5.04,1,277.27
Tumkur Road,869,1,2,independent,mid,3151,1.23,0.63,2.89,0.64,1.37,1,55.29
Thanisandra,1761,3,2,flat,premium,2388,0.85,0.5,0.59,0.61,2.1,0,155.28
Sarjapur Road,1638,4,4,independent,premium,3362,3.18,1.59,3.72,1.23,2.75,0,227.1
Banashankari,1400,4,3,flat,mid,1662,0.66,0.22,0.55,0.45,1.16,1,84.03
Bagalur,1194,2,3,independent,affordable,1829,1.03,0.38,2.17,0.57,0.22,0,68.48
Marathahalli,3427,5,5,independent,premium,2916,6.32,1.64,2.1,1.71,5.0,0,490.31
Vidyaranyapura,2760,3,2,independent,mid,2198,2.1,1.73,2.81,1.37,3.03,1,254.7
Ramamurthy Nagar,1223,1,1,independent,affordable,2134,1.05,0.74,1.94,0.54,0.26,0,100.5
Hebbal,2546,3,3,flat,premium,2508,1.72,0.75,1.23,0.59,3.19,0,239.71
Rajajinagar,3074,4,3,flat,ultra_premium,2805,1.08,0.68,1.24,0.71,4.31,0,599.97
Hoodi,1451,3,2,flat,mid,1637,0.42,0.27,0.63,0.46,1.19,0,114.89
Kengeri,2578,3,2,independent,mid,2861,4.54,1.92,2.24,0.73,3.69,1,181.0
Hennur,2204,3,2,flat,premium,2033,1.17,0.36,0.63,0.36,2.24,0,199.31
Thanisandra,2240,2,2,flat,premium,2919,1.75,0.85,0.52,0.39,3.27,0,192.81
Jayanagar,3280,4,3,independent,ultra_premium,3049,3.84,2.12,3.57,2.39,5.0,1,717.99
Vidyaranyapura,969,1,1,flat,mid,1841,0.29,0.19,1.02,0.39,0.89,0,51.88
Bannerghatta Road,2101,3,2,flat,premium,2450,0.53,0.46,1.15,0.43,2.57,0,196.1
Bagalur,877,2,2,flat,affordable,1869,0.28,0.11,0.6,0.39,0.16,0,53.05
BTM Layout,3352,5,4,independent,premium,3520,7.74,1.84,1.99,1.19,5.9,1,339.18
Banashankari,1756,2,3,independent,mid,2256,2.42,0.99,3.22,1.28,1.98,1,160.54
KR Puram,2076,4,3,independent,mid,3016,3.92,0.96,2.45,1.33,3.13,1,126.8
Hennur,3547,5,5,independent,premium,3001,4.59,2.24,3.71,1.41,5.32,0,495.82
Malleshwaram,1258,3,3,independent,premium,3112,1.69,0.6,3.01,1.49,1.96,0,251.73
Tumkur Road,1932,1,1,flat,mid,1635,0.64,0.21,1.18,0.34,1.58,0,106.49
Hoskote,1050,3,2,flat,affordable,1686,0.2,0.21,0.49,0.3,0.18,0,44.85
Jayanagar,2777,4,3,flat,ultra_premium,2626,1.3,0.44,0.62,0.8,3.65,0,431.54
Tumkur Road,2161,3,2,flat,mid,1781,0.83,0.34,1.02,0.3,1.92,0,144.47
Devanahalli,1050,3,2,flat,affordable,1536,0.4,0.17,0.58,0.41,0.16,1,41.95
Nelamangala,1218,2,2,flat,affordable,1567,0.26,0.19,0.76,0.25,0.19,0,49.91
MG Road,3349,4,3,flat,ultra_premium,3190,2.67,0.84,1.54,0.47,5.34,0,620.14
Devanahalli,2306,1,2,independent,affordable,1689,2.18,1.13,1.86,0.6,0.39,0,183.94
TC Palaya,1050,3,3,flat,affordable,1691,0.31,0.17,0.72,0.46,0.18,0,46.81
BTM Layout,2198,2,2,flat,premium,2720,1.28,0.32,1.25,0.77,2.99,1,147.64
Horamavu,1050,3,2,flat,mid,1795,0.35,0.25,0.6,0.6,0.94,0,51.07
Vidyaranyapura,1657,1,1,flat,mid,1831,0.81,0.34,0.58,0.56,1.52,0,88.87
JP Nagar,1168,3,2,flat,premium,2525,0.62,0.38,1.11,0.41,1.47,0,113.61
BTM Layout,3785,3,2,independent,premium,3072,6.83,3.29,1.81,1.74,5.81,0,498.54
Frazer Town,4295,4,3,independent,ultra_premium,4076,8.81,3.26,4.73,1.42,8.75,1,673.38
KR Puram,1698,2,2,flat,mid,1969,0.54,0.47,1.18,0.42,1.67,1,90.0
Rajajinagar,2440,4,4,independent,ultra_premium,3354,3.42,1.37,5.32,2.22,4.09,0,548.02
MG Road,4760,3,3,independent,ultra_premium,4274,10.39,4.47,3.2,1.59,10.17,1,923.81
Nelamangala,1053,2,3,independent,affordable,1624,1.17,0.34,1.77,0.9,0.17,1,58.11
Electronic City,1664,2,2,flat,mid,1903,0.86,0.17,0.74,0.52,1.58,0,75.51
Rajarajeshwari Nagar,1400,4,4,independent,mid,3086,1.32,0.86,3.37,1.12,2.16,0,103.45
Sarjapur Road,2610,4,3,independent,premium,2753,4.36,1.89,3.26,1.68,3.59,1,325.7
Varthur,1542,3,2,flat,mid,1865,0.8,0.29,1.08,0.34,1.44,1,110.17
TC Palaya,1047,2,2,independent,affordable,1972,0.7,0.61,1.89,0.85,0.21,0,67.04
Banashankari,1050,3,2,independent,mid,2544,1.29,0.61,2.4,1.36,1.34,0,133.55
Yelahanka,1050,3,2,flat,mid,2075,0.63,0.11,0.75,0.48,1.09,1,65.07
Ulsoor,2703,4,3,independent,ultra_premium,3726,4.03,2.54,4.55,1.85,5.04,0,453.33
Devanahalli,1050,3,2,flat,affordable,1895,0.2,0.28,0.33,0.25,0.2,1,40.01
Tumkur Road,2694,2,3,independent,mid,3107,2.69,2.12,2.63,0.95,4.18,1,167.06
Malleshwaram,700,2,2,flat,premium,2560,0.25,0.19,0.77,0.32,0.9,0,62.63
Electronic City,1614,2,2,flat,mid,2214,0.77,0.53,1.09,0.27,1.79,0,83.5
Rajajinagar,2814,4,3,independent,ultra_premium,4592,7.77,2.36,3.51,1.81,6.46,0,923.16
Ramamurthy Nagar,1280,3,2,flat,affordable,1813,0.24,0.33,0.58,0.41,0.23,0,60.59
KR Puram,809,2,3,flat,mid,1774,0.21,0.17,0.43,0.27,0.72,0,42.24
Kengeri,1050,3,2,independent,mid,2149,1.41,0.39,2.08,0.66,1.13,0,90.44
Chandapura,844,1,2,independent,affordable,2256,1.21,0.42,2.16,0.95,0.19,0,52.7
Bellandur,3453,3,2,independent,premium,3680,8.76,2.02,3.99,1.17,6.35,0,456.33
Ramamurthy Nagar,1403,3,2,flat,affordable,1342,0.46,0.13,0.51,0.26,0.19,1,39.89
Jigani,1319,3,2,flat,affordable,1948,0.28,0.3,0.46,0.37,0.26,0,48.05
Horamavu,3019,2,2,independent,mid,2396,2.51,1.76,2.25,1.34,3.62,0,324.23
Indiranagar,4189,3,2,independent,ultra_premium,4130,9.96,4.86,4.41,2.19,8.65,1,769.14
Chandapura,1894,3,2,independent,affordable,2241,2.95,0.88,1.45,0.54,0.42,0,107.01
Hebbal,1646,2,2,flat,premium,2316,0.38,0.38,0.6,0.68,1.91,1,149.62
Hebbal,3264,4,4,independent,premium,2536,4.5,2.15,4.48,1.51,4.14,1,450.83
Bellandur,1986,4,4,independent,premium,2543,2.79,1.5,2.69,1.01,2.52,0,244.92
Vidyaranyapura,1977,2,2,flat,mid,2319,0.63,0.49,0.42,0.36,2.29,0,142.81
KR Puram,1122,3,2,independent,mid,2003,1.0,0.38,2.79,0.98,1.12,1,86.14
Indiranagar,4215,4,4,independent,ultra_premium,3313,4.43,2.33,4.3,1.32,6.98,0,1182.07
Horamavu,1094,3,2,flat,mid,1644,0.32,0.12,0.42,0.37,0.9,0,68.23
Rajajinagar,2563,5,5,independent,ultra_premium,3465,3.12,1.67,3.57,2.08,4.44,1,469.02
Bagalur,1148,2,2,flat,affordable,1948,0.42,0.18,0.33,0.33,0.22,0,51.68
Jayanagar,2580,4,4,independent,ultra_premium,3666,4.95,2.42,4.49,2.25,4.73,0,497.42
Bannerghatta Road,2454,3,2,flat,premium,3125,1.05,0.87,1.25,0.76,3.83,0,237.67
Hennur,1050,3,2,flat,premium,3149,0.43,0.41,1.14,0.39,1.65,1,61.71
Vidyaranyapura,1844,2,2,independent,mid,2309,2.87,0.65,2.1,1.23,2.13,1,161.46
Malleshwaram,1050,3,2,flat,premium,2432,0.71,0.3,0.65,0.6,1.28,0,89.59
Basavanagudi,2760,3,2,flat,ultra_premium,2555,1.37,0.59,1.7,0.41,3.53,0,393.09
JP Nagar,3581,4,3,independent,premium,3177,7.35,1.96,1.83,1.0,5.69,0,390.65
Nelamangala,1732,2,2,independent,affordable,2124,2.21,1.05,1.39,0.51,0.37,0,102.08
BTM Layout,2809,3,2,independent,premium,2764,3.15,1.25,3.9,0.96,3.88,0,407.23
Hoodi,2267,2,2,independent,mid,2108,1.98,0.91,1.63,0.85,2.39,1,223.16
Attibele,699,1,1,independent,affordable,2064,1.01,0.42,0.96,0.58,0.14,0,28.44
